Resource ID,Dataset Name,Description,Dataset URL,Attribution,Dataset Type,Update Frequency,Department Name,Program Name,Spatial Information,Strategic Area,Dataset Updated Date,Dataset Created Date,Metadata Last Updated Date,Data Last Updated Date,Publication Date,Download Count,Page Views Last Week,Page Views Last Month,Page Views Total,Row Count,Cover Image URL,Automation Method,Automation Method Other,Owner Display Name,Tags,Is Public
sh59-i6y9,Camera Traffic Counts,"Traffic count data collected from the several GRIDSMART optical traffic detectors deployed by the City of Austin.

***This dataset is no longer updated because these devices are no longer maintained***

The Travel Detectors dataset ( https://data.austintexas.gov/Transportation-and-Mobility/Traffic-Detectors/qpuw-8eeb ) is related to this dataset using the 'ATD Device ID' field. The Travel Detectors dataset provides more information on device location and status.


The average speed measurements may not have been calibrated for all intersections. All measurements have been collected using automated machine vision processes and have not been validated.",https://data.austintexas.gov/d/sh59-i6y9,"City of Austin, Texas - data.austintexas.gov",dataset,Not updated/Historical,Transportation and Public Works,Arterial Management Division,,,04/08/2025 11:30:00 AM,05/28/2019 11:18:08 AM,04/08/2025 11:30:00 AM,07/09/2024 08:30:29 AM,05/29/2019 03:49:29 PM,347,1,6,"1,437","82,108,605",,REST API,,transportation.data@austintexas.gov,"mobility, traffic, transportation, travel sensors",true
5zpr-dehc,Traffic Signals Status,"This dataset reports on the operation state of traffic signals in Austin, TX.  Traffic signals enter flash mode when something is preventing the signal from operating normally.  This is typically the result of a power surge, power outage, or damage to signal equipment.  A signal may also be intentionally placed into flash mode for maintenance purposes or be scheduled to flash overnight.  

You can view an interactive map of flashing traffic signals here:

https://data.mobility.austin.gov/signal-monitor

Approximately 90% of the City’s signals communicate with our Advanced Transportation Management System.  When these signals go on flash, they will be reported in this dataset.  Although we are extending communications to all signals, approximately 10% are not currently captured in this dataset.  It also occasionally happens that the event that disables a traffic signal also disables network communication to the signal, in which case the signal outage will not be reported here. 



In this dataset the distinction between scheduled and unscheduled flash is identified by the 'operation state' column.  A signal that is in unscheduled flash mode will have a status of 2 or 7.  A signal that is in in scheduled flash mode will have a status of 1. 



This product is for informational purposes and may not have been prepared for or be suitable for legal, engineering, or surveying purposes.  It does not represent an on-the-ground survey and represents only the approximate relative location of traffic signals.",https://data.austintexas.gov/d/5zpr-dehc,"City of Austin, Texas - data.austintexas.gov",dataset,Daily,Transportation and Public Works,Arterial Management Division,,,04/11/2025 03:55:16 AM,05/10/2016 09:17:24 AM,04/08/2025 11:30:04 AM,04/11/2025 03:55:16 AM,01/15/2024 08:32:45 AM,"3,868",5,16,"3,049",29,,REST API,,transportation.data@austintexas.gov,"intersections, mobility, roadways, traffic signals, transit, transportation",true
ksj4-57hk,Davis Lane Substandard Street Project,"The City of Austin evaluated Davis Lane as part of the 2016 Mobility Bond. This preliminary engineering project evaluated road conditions for possible future design and construction opportunities for two segments of Davis Lane, Brodie Lane to West Gate Boulevard and Leo Street to Manchaca Road.",https://data.austintexas.gov/d/ksj4-57hk,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/14/2023 01:49:08 PM,11/13/2017 10:44:36 AM,04/08/2025 11:30:05 AM,02/14/2023 01:49:08 PM,11/13/2017 10:44:36 AM,0,1,3,"7,746",,,,,TPW PIO Data Owners (Transportation Public Works),,true
muxs-ngc3,Barton Springs Road Safety Pilot,The Austin Transportation and Public Works Department (TPW) is carrying out safety improvements to Barton Springs Road between Stratford Drive and South Lamar Boulevard in a 12-month pilot beginning in fall 2023.,https://data.austintexas.gov/d/muxs-ngc3,City of Austin Texas - data.austintexas.gov,story,As needed,Transportation and Public Works,,,,10/11/2024 09:08:53 PM,05/19/2023 10:23:23 AM,04/08/2025 11:30:07 AM,10/11/2024 09:08:53 PM,05/19/2023 10:52:17 AM,0,1,4,175,,,,,TPW PIO Data Owners (Transportation Public Works),,true
kznw-7fbe,Substandard Streets/Capital Renewal,"Through the 2016 and 2020 Bonds, the City of Austin is reviewing opportunities for substandard street improvements and capital renewal projects. The 2016 Mobility Bond included $11 million for preliminary engineering on substandard streets and rehabilitation of existing infrastructure.",https://data.austintexas.gov/d/kznw-7fbe,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,12/12/2024 11:39:26 AM,11/06/2017 03:46:33 PM,04/08/2025 11:30:09 AM,12/12/2024 11:39:26 AM,11/06/2017 03:46:33 PM,0,2,18,"5,147",,,,,TPW PIO Data Owners (Transportation Public Works),,true
xsdw-25cv,North Lamar/Guadalupe Corridors,Landing page for the North Lamar/Guadalupe Corridors mobility project,https://data.austintexas.gov/d/xsdw-25cv,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,03/27/2025 01:48:41 PM,12/08/2017 12:08:08 PM,04/08/2025 11:30:11 AM,03/27/2025 01:48:41 PM,12/08/2017 12:08:08 PM,0,3,6,"6,557",,,,,TPW Legacy CPO (Transportation Public Works),,true
bxbe-ndaw,TRANSPORTATION_urban_trails_network,"The Urban Trails dataset describes a specific type of pedestrian and bicycle-user infrastructure. The ideal design of an Urban Trail is an off-street, 12 foot wide concrete path that can accommodate a variety of trail users including bicyclists, pedestrians, wheel chair users, parents with strollers, kids on razor scooters and so on. Since the first Urban Trails Master Plan was adopted in September 2014 not all existing trail segments in this dataset strictly comply with the guidelines described in Appendix A: Trail Design Criteria of the Urban Trails Master Plan. The Urban Trails network is intended to be a part of the greater Active Transportation Network and may relate to the on-street bicycle network or the sidewalk network, as well as City of Austin parks. In this dataset, many Urban Trail endpoints connect to the City of Austin’s streets dataset or the City of Austin’s parks dataset.",https://data.austintexas.gov/d/bxbe-ndaw,"City of Austin, Texas - data.austintexas.gov",map,As needed,Transportation and Public Works,,,,04/10/2025 05:22:14 PM,08/18/2015 02:10:30 PM,04/10/2025 05:22:11 PM,04/10/2025 05:22:14 PM,10/11/2024 03:17:11 PM,"3,379",1,6,"4,995",,,Manual,,transportation.data@austintexas.gov,"mobility, public works, trails, transportation, urban trails",true
7mvc-7z2v,Johnny Morris Road Substandard Street Project,The City of Austin will reconstruct Johnny Morris Road as part of the 2020 Mobility Bond. The City of Austin Johnny Morris Road project is located between Loyola Lane and FM 969.,https://data.austintexas.gov/d/7mvc-7z2v,"City of Austin, Texas - data.austintexas.gov",story,As Needed,Transportation and Public Works,,,,12/12/2024 11:29:48 AM,11/13/2017 11:36:36 AM,04/08/2025 11:30:15 AM,12/12/2024 11:29:48 AM,11/13/2017 11:36:36 AM,0,1,7,"5,011",,,,,TPW PIO Data Owners (Transportation Public Works),,true
8rb6-685p,Parkfield Drive,Austin Transportation and Public Works (TPW) is making changes on Parkfield Drive (Mearns Meadow Boulevard to Payton Gin Road) and near Wooldridge Elementary School to enhance safety and mobility for all.,https://data.austintexas.gov/d/8rb6-685p,"City of Austin, Texas - data.austintexas.gov",story,As Needed,Transportation and Public Works,,,,01/10/2025 12:44:32 PM,02/25/2020 12:33:20 PM,04/08/2025 11:30:16 AM,01/10/2025 12:44:32 PM,02/25/2020 12:40:22 PM,0,1,2,"4,535",,,,,TPW PIO Data Owners (Transportation Public Works),,true
e334-w8a6,Transit Enhancement Program,"Austin Transportation’s Transit Enhancement program is developing focused, localized infrastructure solutions to improve the speed and reliability of CapMetro’s existing bus service, while making that service easier and safer to access.",https://data.austintexas.gov/d/e334-w8a6,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,04/12/2024 04:28:01 PM,09/02/2022 10:03:50 AM,04/08/2025 11:30:18 AM,04/12/2024 04:28:01 PM,09/07/2022 09:54:36 AM,0,1,3,91,,,,,TPW PIO Data Owners (Transportation Public Works),,true
9bqn-d5v8,Brodie Lane - BSW Corridor,Landing page for development of the Brodie Lane Preliminary Engineering Report,https://data.austintexas.gov/d/9bqn-d5v8,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/14/2023 01:49:43 PM,10/28/2017 09:55:36 AM,04/08/2025 11:30:19 AM,02/14/2023 01:49:43 PM,10/28/2017 09:55:36 AM,0,1,3,"5,965",,,,,TPW Legacy CPO (Transportation Public Works),,true
ur3j-mbv2,Bluebonnet Lane,Landing page for the Bluebonnet Lane mobility project,https://data.austintexas.gov/d/ur3j-mbv2,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,05/30/2024 09:27:17 AM,12/16/2019 11:05:08 AM,04/08/2025 11:30:21 AM,05/30/2024 09:27:17 AM,12/16/2019 11:08:41 AM,0,1,3,"4,891",,,,,TPW Legacy CPO (Transportation Public Works),,true
b5z6-swyw,Corridor Construction Program,Landing page for the 2016 Mobility Bond Corridor Construction Program.,https://data.austintexas.gov/d/b5z6-swyw,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,03/19/2024 11:01:14 AM,08/30/2017 03:43:45 PM,04/08/2025 11:30:23 AM,03/19/2024 11:01:14 AM,08/30/2017 03:43:46 PM,0,2,4,"6,287",,,,,TPW Legacy CPO (Transportation Public Works),,true
huj2-tedc,St. Johns Bikeway,Landing page for St Johns Bikeway mobility project,https://data.austintexas.gov/d/huj2-tedc,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,02/14/2023 01:49:50 PM,02/04/2020 01:59:27 PM,04/08/2025 11:30:26 AM,02/14/2023 01:49:50 PM,02/04/2020 02:02:05 PM,0,1,5,"4,707",,,,,TPW Legacy CPO (Transportation Public Works),,true
dkif-cpwk,South Congress Avenue Corridor,Landing page for the South Congress Avenue Corridor Mobility Plan,https://data.austintexas.gov/d/dkif-cpwk,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,03/27/2025 02:04:03 PM,12/07/2017 04:42:06 PM,04/08/2025 11:30:27 AM,03/27/2025 02:04:03 PM,12/07/2017 04:42:06 PM,0,2,5,"5,387",,,,,TPW Legacy CPO (Transportation Public Works),,true
2thy-rv8s,Corridor Construction Program FAQ,This is the landing page for the Corridor Construction Program Frequently Asked Questions,https://data.austintexas.gov/d/2thy-rv8s,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,03/02/2022 08:48:53 AM,04/25/2018 01:39:43 PM,04/08/2025 11:30:29 AM,03/02/2022 08:48:53 AM,04/25/2018 01:39:43 PM,0,2,5,"3,575",,,,,TPW Legacy CPO (Transportation Public Works),,true
u77n-hum3,Latta Drive/Brush Country Substandard Street Project,The City of Austin evaluated Latta Drive/Brush Country Road as part of the 2016 Mobility Bond. This preliminary engineering project evaluated road conditions for possible future design and construction opportunities for Latta Drive/Brush Country Road between William Cannon Drive and Tiffany Drive.,https://data.austintexas.gov/d/u77n-hum3,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,10/20/2023 12:24:35 PM,11/13/2017 11:17:21 AM,04/08/2025 11:30:31 AM,10/20/2023 12:24:35 PM,11/13/2017 11:17:21 AM,0,1,2,"5,759",,,,,TPW PIO Data Owners (Transportation Public Works),,true
hm3r-8jfy,M.A.1 - Percent split of modes based on commute to work (mode share),M.A.1 - Percent split of modes based on commute to work (mode share),https://data.austintexas.gov/d/hm3r-8jfy,"City of Austin, Texas - data.austintexas.gov",story,Annually,Transportation and Public Works,Office of Performance Management,,,05/11/2023 12:58:30 PM,09/02/2020 02:31:38 PM,04/08/2025 11:30:33 AM,05/11/2023 12:58:30 PM,09/10/2020 10:28:13 AM,0,1,7,703,,,Manual,,transportation.data@austintexas.gov,,true
usic-yuvd,NOLAENV,This is the landing page for the North Lamar Boulevard public virtual hearing,https://data.austintexas.gov/d/usic-yuvd,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,08/11/2023 08:26:56 AM,04/15/2020 01:20:14 PM,04/08/2025 11:30:34 AM,08/11/2023 08:26:56 AM,04/20/2020 02:37:58 PM,0,1,3,"4,499",,,,,TPW Legacy CPO (Transportation Public Works),,true
6cmx-asdt,Barton Springs Road Bridge,"While the existing Barton Springs Road bridge is in fair condition structurally, many of its features are functionally obsolete and require rehabilitation or replacement to ensure safety and longevity. Given that the existing bridge presents mobility challenges for vehicles, bikes and pedestrians, this project will provide needed mobility enhancements for all users.",https://data.austintexas.gov/d/6cmx-asdt,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,11/13/2024 07:39:08 AM,08/05/2022 03:20:58 PM,04/08/2025 11:30:37 AM,11/13/2024 07:39:08 AM,08/05/2022 05:51:59 PM,0,1,2,98,,,,,TPW Legacy Public Works Assets,bridges,true
mnqu-25ei,Webberville Road,"Webberville Road and Oak Springs Drive
Whether you drive, roll, or walk, the  City of Austin works to improve your transportation options. Austin Transportation and Public Works (TPW) is evaluating Webberville Road and Oak Springs Drive from North Pleasant Valley Road to Springdale Road for changes to the safety and mobility of everyone who uses these streets.",https://data.austintexas.gov/d/mnqu-25ei,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,06/03/2024 03:10:41 PM,04/17/2019 01:11:41 PM,04/08/2025 11:30:38 AM,06/03/2024 03:10:41 PM,04/18/2019 04:26:48 PM,0,1,3,"4,325",,,,,TPW PIO Data Owners (Transportation Public Works),,true
aq9r-txsm,Cooper Lane Substandard Street Project,The City of Austin evaluated Cooper Lane as part of the 2016 Mobility Bond. This preliminary engineering project evaluated road conditions for possible future design and construction opportunities for Cooper Lane between Dittmar Road and Matthews Lane.,https://data.austintexas.gov/d/aq9r-txsm,"City of Austin, Texas - data.austintexas.gov",story,As Needed,Transportation and Public Works,,,,08/30/2024 11:55:09 AM,11/13/2017 10:11:31 AM,04/08/2025 11:30:41 AM,08/30/2024 11:55:09 AM,11/13/2017 10:11:32 AM,0,1,4,"4,742",,,,,TPW PIO Data Owners (Transportation Public Works),,true
56hk-dunt,2020 Bond,"In November 2020, Austin voters approved $460 million for transportation infrastructure including sidewalks, transportation-related bikeways, urban trails, transportation safety projects (Vision Zero), safe routes to school and substandard streets.",https://data.austintexas.gov/d/56hk-dunt,"City of Austin, Texas - data.austintexas.gov",story,As Needed,Transportation and Public Works,,,,08/30/2024 10:40:49 AM,03/22/2021 12:55:19 PM,04/08/2025 11:30:43 AM,08/30/2024 10:40:49 AM,04/22/2021 02:24:11 PM,0,1,3,59,,,,,TPW PIO Data Owners (Transportation Public Works),,true
hh4t-c8kb,Rutledge Spur Substandard Street Project,The City of Austin is studying Rutledge Spur as part of the 2016 Mobility Bond (Project ID 11900.005). This preliminary engineering study will evaluate road conditions for possible future design and construction opportunities between Lakeline Mall Drive and Ranch Road 620.,https://data.austintexas.gov/d/hh4t-c8kb,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,,,,10/20/2023 12:26:48 PM,11/09/2017 11:16:17 AM,04/08/2025 11:30:45 AM,10/20/2023 12:26:48 PM,11/09/2017 11:16:17 AM,0,1,2,"4,461",,,,,TPW PIO Data Owners (Transportation Public Works),,true
